IS	430	4343	4343	0	0
IS	431	4386	4386	0	0
IS	432	4482	4482	0	0
IS	433	4432	4432	0	0
IS	434	4292	4292	0	0
IS	435	4317	4317	0	0
IS	436	4198	4198	0	0
IS	437	4245	4245	0	0
IS	438	4288	4288	0	0
IS	439	4238	4238	0	0
IS	440	4262	4262	0	0
IS	441	4092	4092	0	0
IS	442	4026	4026	0	0
IS	443	4142	4142	0	0
IS	444	3987	3987	0	0
IS	445	3992	3992	0	0
IS	446	4042	4042	0	0
IS	447	3995	3994	1	0
IS	448	3895	3895	0	0
IS	449	3940	3940	0	0
IS	450	3886	3886	0	0
IS	451	3868	3868	0	0
IS	452	3801	3801	0	0
IS	453	3784	3784	0	0
IS	454	3712	3712	0	0
IS	455	3704	3704	0	0
IS	456	3781	3781	0	0
IS	457	3686	3686	0	0
IS	458	3687	3687	0	0
IS	459	3600	3599	1	0
IS	460	3528	3528	0	0
IS	461	3602	3602	0	0
IS	462	3667	3667	0	0
IS	463	3395	3395	0	0
IS	464	3597	3597	0	0
IS	465	3485	3485	0	0
IS	466	3511	3511	0	0
IS	467	3410	3410	0	0
IS	468	3495	3494	1	0
IS	469	3418	3417	0	1
IS	470	3273	3273	0	0
IS	471	3285	3285	0	0
IS	472	3211	3210	1	0
IS	473	3262	3262	0	0
IS	474	3242	3242	0	0
IS	475	3306	3306	0	0
IS	476	3157	3157	0	0
IS	477	3161	3161	0	0
IS	478	3218	3218	0	0
IS	479	3166	3166	0	0
IS	480	3265	3265	0	0
IS	481	3073	3073	0	0
IS	482	3067	3067	0	0
IS	483	2972	2972	0	0
IS	484	3013	3012	0	1
IS	485	2962	2962	0	0
IS	486	3000	3000	0	0
IS	487	2976	2975	1	0
IS	488	2919	2918	1	0
IS	489	2890	2890	0	0
IS	490	2827	2827	0	0
IS	491	2868	2866	1	1
IS	492	2760	2760	0	0
IS	493	2782	2782	0	0
IS	494	2743	2743	0	0
IS	495	2803	2803	0	0
IS	496	2765	2765	0	0
IS	497	2748	2748	0	0
IS	498	2762	2762	0	0
IS	499	2657	2657	0	0
IS	500	2591	2591	0	0
IS	501	2600	2600	0	0
IS	502	2622	2622	0	0
IS	503	2634	2634	0	0
IS	504	2560	2560	0	0
IS	505	2462	2462	0	0
IS	506	2572	2571	1	0
IS	507	2605	2605	0	0
IS	508	2450	2450	0	0
IS	509	2442	2441	0	1
IS	510	2480	2480	0	0
IS	511	2413	2413	0	0
IS	512	2428	2428	0	0
IS	513	2392	2392	0	0
IS	514	2433	2433	0	0
IS	515	2441	2441	0	0
IS	516	2331	2331	0	0
IS	517	2294	2293	1	0
IS	518	2331	2330	1	0
IS	519	2441	2441	0	0
IS	520	2302	2302	0	0
IS	521	2198	2198	0	0
IS	522	2198	2198	0	0
IS	523	2197	2197	0	0
IS	524	2208	2208	0	0
IS	525	2279	2279	0	0
IS	526	2194	2194	0	0
IS	527	2138	2138	0	0
IS	528	2093	2093	0	0
IS	529	2193	2193	0	0
IS	530	2129	2129	0	0
IS	531	2062	2062	0	0
IS	532	2060	2060	0	0
IS	533	2093	2093	0	0
IS	534	2008	2008	0	0
IS	535	2018	2018	0	0
IS	536	2015	2015	0	0
IS	537	1976	1976	0	0
IS	538	1960	1960	0	0
IS	539	2001	2000	1	0
IS	540	1944	1944	0	0
IS	541	1843	1843	0	0
IS	542	1938	1938	0	0
IS	543	1966	1966	0	0
IS	544	1818	1818	0	0
IS	545	1889	1889	0	0
IS	546	1856	1856	0	0
IS	547	1820	1820	0	0
IS	548	1868	1868	0	0
IS	549	1827	1827	0	0
IS	550	1819	1819	0	0
IS	551	1751	1751	0	0
IS	552	1835	1835	0	0
IS	553	1786	1786	0	0
IS	554	1813	1813	0	0
IS	555	1697	1697	0	0
IS	556	1669	1669	0	0
IS	557	1714	1714	0	0
IS	558	1677	1677	0	0
IS	559	1738	1738	0	0
IS	560	1685	1685	0	0
IS	561	1502	1502	0	0
IS	562	1643	1643	0	0
IS	563	1613	1613	0	0
IS	564	1652	1652	0	0
IS	565	1562	1562	0	0
IS	566	1618	1618	0	0
IS	567	1590	1590	0	0
IS	568	1549	1549	0	0
IS	569	1567	1567	0	0
IS	570	1515	1515	0	0
IS	571	1524	1524	0	0
IS	572	1506	1506	0	0
IS	573	1507	1507	0	0
IS	574	1465	1465	0	0
IS	575	1452	1452	0	0
IS	576	1458	1458	0	0
IS	577	1365	1365	0	0
IS	578	1480	1480	0	0
IS	579	1430	1430	0	0
IS	580	1419	1419	0	0
IS	581	1353	1353	0	0
IS	582	1346	1346	0	0
IS	583	1342	1342	0	0
IS	584	1380	1380	0	0
IS	585	1323	1323	0	0
IS	586	1320	1320	0	0
IS	587	1362	1362	0	0
IS	588	1283	1283	0	0
IS	589	1267	1267	0	0
IS	590	1347	1347	0	0
IS	591	1292	1292	0	0
IS	592	1269	1269	0	0
IS	593	1277	1277	0	0
IS	594	1323	1323	0	0
IS	595	1251	1251	0	0
IS	596	1260	1260	0	0
IS	597	1204	1204	0	0
IS	598	1230	1230	0	0
IS	599	1191	1191	0	0
IS	600	1146	1146	0	0
IS	601	1182	1182	0	0
IS	602	1206	1206	0	0
IS	603	1120	1119	1	0
IS	604	1174	1174	0	0
IS	605	1177	1177	0	0
IS	606	1149	1149	0	0
IS	607	1144	1144	0	0
IS	608	1132	1132	0	0
IS	609	1169	1169	0	0
IS	610	1106	1105	1	0
IS	611	1112	1112	0	0
IS	612	1087	1087	0	0
IS	613	1068	1068	0	0
IS	614	1108	1108	0	0
IS	615	1047	1047	0	0
IS	616	1016	1016	0	0
IS	617	1108	1108	0	0
IS	618	1057	1057	0	0
IS	619	1084	1084	0	0
IS	620	975	975	0	0
IS	621	1001	1001	0	0
IS	622	1025	1025	0	0
IS	623	958	958	0	0
IS	624	972	972	0	0
IS	625	1056	1056	0	0
IS	626	998	998	0	0
IS	627	970	970	0	0
IS	628	1007	1007	0	0
IS	629	944	944	0	0
IS	630	969	969	0	0
IS	631	964	964	0	0
IS	632	948	947	1	0
IS	633	944	944	0	0
IS	634	918	918	0	0
IS	635	899	899	0	0
IS	636	877	877	0	0
IS	637	913	912	0	1
IS	638	917	917	0	0
IS	639	863	863	0	0
IS	640	912	912	0	0
IS	641	864	864	0	0
IS	642	870	870	0	0
IS	643	863	863	0	0
IS	644	826	826	0	0
IS	645	809	809	0	0
IS	646	837	837	0	0
IS	647	832	832	0	0
IS	648	802	801	1	0
IS	649	815	814	1	0
IS	650	840	840	0	0
IS	651	810	810	0	0
IS	652	803	803	0	0
IS	653	802	802	0	0
IS	654	731	731	0	0
IS	655	781	781	0	0
IS	656	763	763	0	0
IS	657	759	759	0	0
IS	658	754	754	0	0
IS	659	774	774	0	0
IS	660	781	781	0	0
IS	661	747	747	0	0
IS	662	720	720	0	0
IS	663	778	778	0	0
IS	664	721	721	0	0
IS	665	737	736	1	0
IS	666	713	713	0	0
IS	667	662	662	0	0
IS	668	688	688	0	0
IS	669	703	703	0	0
IS	670	710	710	0	0
IS	671	673	673	0	0
IS	672	665	665	0	0
IS	673	696	696	0	0
IS	674	626	626	0	0
IS	675	623	623	0	0
IS	676	639	639	0	0
IS	677	710	710	0	0
IS	678	629	629	0	0
IS	679	612	612	0	0
IS	680	676	676	0	0
IS	681	632	632	0	0
IS	682	569	569	0	0
IS	683	656	656	0	0
IS	684	609	609	0	0
IS	685	612	612	0	0
IS	686	639	639	0	0
IS	687	598	598	0	0
IS	688	580	580	0	0
IS	689	591	591	0	0
IS	690	573	573	0	0
IS	691	562	562	0	0
IS	692	591	591	0	0
IS	693	566	566	0	0
IS	694	565	565	0	0
IS	695	574	574	0	0
IS	696	541	541	0	0
IS	697	538	538	0	0
IS	698	530	530	0	0
IS	699	562	562	0	0
IS	700	532	532	0	0
IS	701	509	509	0	0
IS	702	546	546	0	0
IS	703	506	506	0	0
IS	704	539	539	0	0
IS	705	552	552	0	0
IS	706	466	466	0	0
# Read lengths. Use `grep ^RL | cut -f 2-` to extract this part. The columns are: read length, count
RL	1	2340
RL	2	2357
RL	3	2488
RL	4	2382
RL	5	2792
RL	6	2923
RL	7	3373
RL	8	3421
RL	9	3439
RL	10	3735
RL	11	3774
RL	12	3812
RL	13	3939
RL	14	4331
RL	15	4576
RL	16	4561
RL	17	5151
RL	18	5365
RL	19	5612
RL	20	5773
RL	21	6189
RL	22	6517
RL	23	7009
RL	24	7347
RL	25	7803
RL	26	8334
RL	27	9071
RL	28	9247
RL	29	10088
RL	30	11648
RL	31	12953
RL	32	13197
RL	33	14129
RL	34	15258
RL	35	16211
RL	36	17487
RL	37	18399
RL	38	19989
RL	39	21965
RL	40	23758
RL	41	25252
RL	42	27560
RL	43	29849
RL	44	32091
RL	45	34891
RL	46	39497
RL	47	43721
RL	48	48115
RL	49	53516
RL	50	60263
RL	51	64731
RL	52	70195
RL	53	74697
RL	54	81868
RL	55	85329
RL	56	91900
RL	57	95580
RL	58	102042
RL	59	108714
RL	60	115310
RL	61	125001
RL	62	131109
RL	63	136626
RL	64	142407
RL	65	148155
RL	66	153323
RL	67	156088
RL	68	163429
RL	69	169318
RL	70	169822
RL	71	171793
RL	72	174722
RL	73	180936
RL	74	181685
RL	75	185048
RL	76	184265
RL	77	187891
RL	78	186161
RL	79	188980
RL	80	185713
RL	81	182425
RL	82	183595
RL	83	181679
RL	84	182268
RL	85	181010
RL	86	176917
RL	87	176237
RL	88	175753
RL	89	170867
RL	90	167425
RL	91	163182
RL	92	157526
RL	93	156508
RL	94	151225
RL	95	146490
RL	96	142987
RL	97	136874
RL	98	132641
RL	99	127150
RL	100	122418
RL	101	118695
RL	102	113952
RL	103	108746
RL	104	105109
RL	105	101460
RL	106	95113
RL	107	89792
RL	108	86033
RL	109	81015
RL	110	76825
RL	111	70916
RL	112	67405
RL	113	64089
RL	114	60263
RL	115	56387
RL	116	53712
RL	117	49480
RL	118	46904
RL	119	43570
RL	120	40865
RL	121	38304
RL	122	35520
RL	123	32695
RL	124	30484
RL	125	28961
RL	126	26744
RL	127	26521
RL	128	29193
RL	129	43288
RL	130	101953
RL	131	70781
# Read lengths - first fragments. Use `grep ^FRL | cut -f 2-` to extract this part. The columns are: read length, count
FRL	1	149
FRL	2	178
FRL	3	242
FRL	4	280
FRL	5	510
FRL	6	606
FRL	7	793
FRL	8	989
FRL	9	1049
FRL	10	1199
FRL	11	1233
FRL	12	1348
FRL	13	1396
FRL	14	1532
FRL	15	1575
FRL	16	1682
FRL	17	1893
FRL	18	1940
FRL	19	2086
FRL	20	2250
FRL	21	2520
FRL	22	2491
FRL	23	2608
FRL	24	3042
FRL	25	3019
FRL	26	3229
FRL	27	3424
FRL	28	3891
FRL	29	3995
FRL	30	5113
FRL	31	5402
FRL	32	5584
FRL	33	6049
FRL	34	6725
FRL	35	7114
FRL	36	7803
FRL	37	7999
FRL	38	8938
FRL	39	9422
FRL	40	10371
FRL	41	11045
FRL	42	12284
FRL	43	13293
FRL	44	14455
FRL	45	16287
FRL	46	18593
FRL	47	20682
FRL	48	22941
FRL	49	26029
FRL	50	29394
FRL	51	31613
FRL	52	34949
FRL	53	37478
FRL	54	41826
FRL	55	43237
FRL	56	47362
FRL	57	48490
FRL	58	52027
FRL	59	55416
FRL	60	58815
FRL	61	62952
FRL	62	66878
FRL	63	68967
FRL	64	72002
FRL	65	74177
FRL	66	77273
FRL	67	79411
FRL	68	82700
FRL	69	86862
FRL	70	86259
FRL	71	86046
FRL	72	87973
FRL	73	92778
FRL	74	91196
FRL	75	91086
FRL	76	92226
FRL	77	94101
FRL	78	92398
FRL	79	94452
FRL	80	93316
FRL	81	91249
FRL	82	91744
FRL	83	90832
FRL	84	91577
FRL	85	89732
FRL	86	86864
FRL	87	87833
FRL	88	86571
FRL	89	83441
FRL	90	82372
FRL	91	80582
FRL	92	77416
FRL	93	76450
FRL	94	74225
FRL	95	72500
FRL	96	70816
FRL	97	67128
FRL	98	65384
FRL	99	62547
FRL	100	60491
FRL	101	58686
FRL	102	56907
FRL	103	54387
FRL	104	51935
FRL	105	49192
FRL	106	47009
FRL	107	45761
FRL	108	42923
FRL	109	40785
FRL	110	39030
FRL	111	36323
FRL	112	34462
FRL	113	32979
FRL	114	31043
FRL	115	29302
FRL	116	27718
FRL	117	25557
FRL	118	24488
FRL	119	22973
FRL	120	21504
FRL	121	20781
FRL	122	18876
FRL	123	17696
FRL	124	16759
FRL	125	16081
FRL	126	14807
FRL	127	14917
FRL	128	17090
FRL	129	25959
FRL	130	64718
FRL	131	43804
# Read lengths - last fragments. Use `grep ^LRL | cut -f 2-` to extract this part. The columns are: read length, count
LRL	1	2191
LRL	2	2179
LRL	3	2246
LRL	4	2102
LRL	5	2282
LRL	6	2317
LRL	7	2580
LRL	8	2432
LRL	9	2390
LRL	10	2536
LRL	11	2541
LRL	12	2464
LRL	13	2543
LRL	14	2799
LRL	15	3001
LRL	16	2879
LRL	17	3258
LRL	18	3425
LRL	19	3526
LRL	20	3523
LRL	21	3669
LRL	22	4026
LRL	23	4401
LRL	24	4305
LRL	25	4784
LRL	26	5105
LRL	27	5647
LRL	28	5356
LRL	29	6093
LRL	30	6535
LRL	31	7551
LRL	32	7613
LRL	33	8080
LRL	34	8533
LRL	35	9097
LRL	36	9684
LRL	37	10400
LRL	38	11051
LRL	39	12543
LRL	40	13387
LRL	41	14207
LRL	42	15276
LRL	43	16556
LRL	44	17636
LRL	45	18604
LRL	46	20904
LRL	47	23039
LRL	48	25174
LRL	49	27487
LRL	50	30869
LRL	51	33118
LRL	52	35246
LRL	53	37219
LRL	54	40042
LRL	55	42092
LRL	56	44538
LRL	57	47090
LRL	58	50015
LRL	59	53298
LRL	60	56495
LRL	61	62049
LRL	62	64231
LRL	63	67659
LRL	64	70405
LRL	65	73978
LRL	66	76050
LRL	67	76677
LRL	68	80729
LRL	69	82456
LRL	70	83563
LRL	71	85747
LRL	72	86749
LRL	73	88158
LRL	74	90489
LRL	75	93962
LRL	76	92039
LRL	77	93790
LRL	78	93763
LRL	79	94528
LRL	80	92397
LRL	81	91176
LRL	82	91851
LRL	83	90847
LRL	84	90691
LRL	85	91278
LRL	86	90053
LRL	87	88404
LRL	88	89182
LRL	89	87426
LRL	90	85053
LRL	91	82600
LRL	92	80110
LRL	93	80058
LRL	94	77000
LRL	95	73990
LRL	96	72171
LRL	97	69746
LRL	98	67257
LRL	99	64603
LRL	100	61927
LRL	101	60009
LRL	102	57045
LRL	103	54359
LRL	104	53174
LRL	105	52268
LRL	106	48104
LRL	107	44031
LRL	108	43110
LRL	109	40230
LRL	110	37795
LRL	111	34593
LRL	112	32943
LRL	113	31110
LRL	114	29220
LRL	115	27085
LRL	116	25994
LRL	117	23923
LRL	118	22416
LRL	119	20597
LRL	120	19361
LRL	121	17523
LRL	122	16644
LRL	123	14999
LRL	124	13725
LRL	125	12880
LRL	126	11937
LRL	127	11604
LRL	128	12103
LRL	129	17329
LRL	130	37235
LRL	131	26977
# Mapping qualities for reads !(UNMAP|SECOND|SUPPL|QCFAIL|DUP). Use `grep ^MAPQ | cut -f 2-` to extract this part. The columns are: mapq, count
MAPQ	0	1109349
MAPQ	1	3297
MAPQ	2	925
MAPQ	3	4177
MAPQ	4	1174
MAPQ	5	1057
MAPQ	6	1740
MAPQ	7	3383
MAPQ	8	1358
MAPQ	9	4298
MAPQ	10	1614
MAPQ	11	1519
MAPQ	12	2033
MAPQ	13	4719
MAPQ	14	1222
MAPQ	15	4017
MAPQ	16	1290
MAPQ	17	1437
MAPQ	18	2173
MAPQ	19	3868
MAPQ	20	6129
MAPQ	21	7176
MAPQ	22	8205
MAPQ	23	7202
MAPQ	24	12563
MAPQ	25	23829
MAPQ	26	792
MAPQ	27	52849
MAPQ	28	951
MAPQ	29	897
MAPQ	30	5457
MAPQ	31	2388
MAPQ	32	696
MAPQ	33	4229
MAPQ	34	897
MAPQ	35	928
MAPQ	36	1542
MAPQ	37	2683
MAPQ	38	724
MAPQ	39	4647
MAPQ	40	123797
MAPQ	41	2666
MAPQ	42	3837
MAPQ	43	5959
MAPQ	44	4613
MAPQ	45	8842
MAPQ	46	9701
MAPQ	47	9178
MAPQ	48	12956
MAPQ	49	18511
MAPQ	50	23467
MAPQ	51	23464
MAPQ	52	20035
MAPQ	53	12464
MAPQ	54	9867
MAPQ	55	8029
MAPQ	56	4833
MAPQ	57	11748
MAPQ	58	6141
MAPQ	59	3302
MAPQ	60	8442738
# Indel distribution. Use `grep ^ID | cut -f 2-` to extract this part. The columns are: length, number of insertions, number of deletions
ID	1	17793	37589
ID	2	3506	6152
ID	3	2082	3365
ID	4	1671	2511
ID	5	929	993
ID	6	322	626
ID	7	117	222
ID	8	174	299
ID	9	103	171
ID	10	112	123
ID	11	60	107
ID	12	47	166
ID	13	34	83
ID	14	29	109
ID	15	16	68
ID	16	18	74
ID	17	4	24
ID	18	7	17
ID	19	12	8
ID	20	5	37
ID	21	2	15
ID	22	2	8
ID	23	1	14
ID	24	1	37
ID	25	0	3
ID	26	0	3
ID	27	0	4
ID	28	0	5
ID	30	0	5
ID	32	0	2
ID	34	0	4
ID	35	0	5
ID	38	0	3
ID	39	0	1
ID	42	0	1
# Indels per cycle. Use `grep ^IC | cut -f 2-` to extract this part. The columns are: cycle, number of insertions (fwd), .. (rev) , number of deletions (fwd), .. (rev)
IC	3	0	0	125	114
IC	4	77	56	153	141
IC	5	78	83	159	167
IC	6	117	122	172	166
IC	7	109	123	181	171
IC	8	112	111	216	203
IC	9	131	118	223	240
IC	10	134	140	255	251
IC	11	155	146	285	274
IC	12	130	146	283	290
IC	13	188	169	290	298
IC	14	147	164	318	286
IC	15	195	172	336	380
IC	16	194	186	302	348
IC	17	210	196	341	316
IC	18	178	178	314	331
IC	19	198	196	345	382
IC	20	190	193	370	343
IC	21	222	194	338	333
IC	22	216	222	386	377
IC	23	178	229	373	354
IC	24	209	208	355	403
IC	25	196	182	384	333
IC	26	221	207	398	383
IC	27	200	210	415	349
IC	28	174	175	346	361
IC	29	207	201	387	342
IC	30	213	179	426	371
IC	31	188	216	365	369
IC	32	211	182	373	351
IC	33	199	186	382	366
IC	34	236	188	366	342
IC	35	204	167	359	318
IC	36	246	210	337	344
IC	37	195	191	395	344
IC	38	196	203	367	331
IC	39	237	201	311	312
IC	40	166	178	344	293
IC	41	223	184	332	321
IC	42	189	202	325	331
IC	43	186	197	339	320
IC	44	180	184	324	313
IC	45	196	173	356	303
IC	46	239	180	327	323
IC	47	190	187	334	313
IC	48	197	134	313	293
IC	49	194	176	347	308
IC	50	165	142	320	283
IC	51	175	155	292	280
IC	52	197	149	291	278
IC	53	167	134	331	307
IC	54	145	146	314	300
IC	55	165	143	346	291
IC	56	171	151	311	269
IC	57	177	146	306	306
IC	58	155	148	303	247
IC	59	136	133	302	257
IC	60	169	136	268	257
IC	61	169	137	291	238
IC	62	138	116	294	239
IC	63	139	109	293	223
IC	64	128	99	238	204
IC	65	145	117	281	221
IC	66	149	128	241	204
IC	67	124	104	260	226
IC	68	124	102	246	213
IC	69	107	83	256	193
IC	70	124	97	266	175
IC	71	106	99	266	195
IC	72	94	83	243	193
IC	73	80	97	221	204
IC	74	90	76	202	191
IC	75	96	104	226	175
IC	76	108	107	219	162
IC	77	101	85	205	157
IC	78	99	108	214	146
IC	79	78	68	242	151
IC	80	92	72	211	172
IC	81	90	75	195	171
IC	82	84	75	169	143
IC	83	70	62	166	176
IC	84	62	52	185	135
IC	85	73	63	181	162
IC	86	66	47	180	134
IC	87	70	45	179	131
IC	88	67	53	158	132
IC	89	50	47	152	124
IC	90	64	47	134	113
IC	91	63	56	141	137
IC	92	60	40	159	108
IC	93	43	41	135	128
IC	94	43	46	141	89
IC	95	47	28	125	85
IC	96	50	28	116	90
IC	97	41	30	120	80
IC	98	37	34	126	88
IC	99	36	18	113	85
IC	100	32	29	106	81
IC	101	39	27	86	62
IC	102	26	43	77	74
IC	103	32	21	82	65
IC	104	35	28	77	68
IC	105	15	24	94	65
IC	106	21	41	68	59
IC	107	30	17	77	63
IC	108	24	9	76	58
IC	109	12	22	65	43
IC	110	25	21	62	58
IC	111	15	13	60	43
IC	112	19	15	59	48
IC	113	18	9	62	40
IC	114	15	9	55	41
IC	115	10	8	50	43
IC	116	9	8	66	18
IC	117	7	9	55	26
IC	118	11	9	37	22
IC	119	11	6	42	22
IC	120	11	4	32	26
IC	121	2	4	36	32
IC	122	3	1	35	29
IC	123	5	2	26	18
IC	124	8	8	31	28
IC	125	5	3	35	20
IC	126	8	1	25	17
IC	127	10	6	37	18
IC	128	3	3	22	16
# Coverage distribution. Use `grep ^COV | cut -f 2-` to extract this part.
COV	[1-1]	1	57986458
COV	[2-2]	2	14870397
COV	[3-3]	3	4739069
COV	[4-4]	4	3461581
COV	[5-5]	5	2710606
COV	[6-6]	6	2249724
COV	[7-7]	7	1936740
COV	[8-8]	8	1692165
COV	[9-9]	9	1498543
COV	[10-10]	10	1347014
COV	[11-11]	11	1218943
COV	[12-12]	12	1118766
COV	[13-13]	13	1036713
COV	[14-14]	14	963101
COV	[15-15]	15	901045
COV	[16-16]	16	838643
COV	[17-17]	17	787427
COV	[18-18]	18	740901
COV	[19-19]	19	702876
COV	[20-20]	20	663332
COV	[21-21]	21	628069
COV	[22-22]	22	595194
COV	[23-23]	23	560837
COV	[24-24]	24	529085
COV	[25-25]	25	501755
COV	[26-26]	26	472231
COV	[27-27]	27	443034
COV	[28-28]	28	417048
COV	[29-29]	29	392617
COV	[30-30]	30	368474
COV	[31-31]	31	349583
COV	[32-32]	32	328819
COV	[33-33]	33	310106
COV	[34-34]	34	291730
COV	[35-35]	35	274594
COV	[36-36]	36	262290
COV	[37-37]	37	247645
COV	[38-38]	38	231699
COV	[39-39]	39	219278
COV	[40-40]	40	207032
COV	[41-41]	41	196107
COV	[42-42]	42	185942
COV	[43-43]	43	177471
COV	[44-44]	44	168348
COV	[45-45]	45	160060
COV	[46-46]	46	151727
COV	[47-47]	47	143122
COV	[48-48]	48	136293
COV	[49-49]	49	129943
COV	[50-50]	50	123987
COV	[51-51]	51	118435
COV	[52-52]	52	112360
COV	[53-53]	53	107975
COV	[54-54]	54	103056
COV	[55-55]	55	98205
COV	[56-56]	56	94023
COV	[57-57]	57	90549
COV	[58-58]	58	87273
COV	[59-59]	59	83063
COV	[60-60]	60	79026
COV	[61-61]	61	75051
COV	[62-62]	62	72264
COV	[63-63]	63	69169
COV	[64-64]	64	67231
COV	[65-65]	65	62925
COV	[66-66]	66	60336
COV	[67-67]	67	57715
COV	[68-68]	68	55692
COV	[69-69]	69	52730
COV	[70-70]	70	50492
COV	[71-71]	71	48533
COV	[72-72]	72	45435
COV	[73-73]	73	43510
COV	[74-74]	74	42254
COV	[75-75]	75	39948
COV	[76-76]	76	38678
COV	[77-77]	77	37151
COV	[78-78]	78	35397
COV	[79-79]	79	34028
COV	[80-80]	80	32720
COV	[81-81]	81	30954
COV	[82-82]	82	29592
COV	[83-83]	83	27966
COV	[84-84]	84	26644
COV	[85-85]	85	25345
COV	[86-86]	86	24418
COV	[87-87]	87	23249
COV	[88-88]	88	22039
COV	[89-89]	89	21322
COV	[90-90]	90	20048
COV	[91-91]	91	19635
COV	[92-92]	92	18932
COV	[93-93]	93	18092
COV	[94-94]	94	17447
COV	[95-95]	95	16893
COV	[96-96]	96	16380
COV	[97-97]	97	15654
COV	[98-98]	98	15074
COV	[99-99]	99	14535
COV	[100-100]	100	13725
COV	[101-101]	101	13304
COV	[102-102]	102	12762
COV	[103-103]	103	12391
COV	[104-104]	104	11695
COV	[105-105]	105	11153
COV	[106-106]	106	10876
COV	[107-107]	107	10117
COV	[108-108]	108	10102
COV	[109-109]	109	9791
COV	[110-110]	110	9433
COV	[111-111]	111	8914
COV	[112-112]	112	8803
COV	[113-113]	113	8271
COV	[114-114]	114	8087
COV	[115-115]	115	7624
COV	[116-116]	116	7227
COV	[117-117]	117	7220
COV	[118-118]	118	6959
COV	[119-119]	119	6686
COV	[120-120]	120	6236
COV	[121-121]	121	6065
COV	[122-122]	122	5759
COV	[123-123]	123	5463
COV	[124-124]	124	5364
COV	[125-125]	125	5137
COV	[126-126]	126	4905
COV	[127-127]	127	4736
COV	[128-128]	128	4695
COV	[129-129]	129	4554
COV	[130-130]	130	4563
COV	[131-131]	131	4293
COV	[132-132]	132	4230
COV	[133-133]	133	3936
COV	[134-134]	134	3708
COV	[135-135]	135	3645
COV	[136-136]	136	3454
COV	[137-137]	137	3249
COV	[138-138]	138	3305
COV	[139-139]	139	3112
COV	[140-140]	140	3064
COV	[141-141]	141	2866
COV	[142-142]	142	2749
COV	[143-143]	143	2564
COV	[144-144]	144	2472
COV	[145-145]	145	2365
COV	[146-146]	146	2323
COV	[147-147]	147	2197
COV	[148-148]	148	2166
COV	[149-149]	149	1952
COV	[150-150]	150	2036
COV	[151-151]	151	1793
COV	[152-152]	152	1861
COV	[153-153]	153	1715
COV	[154-154]	154	1633
COV	[155-155]	155	1610
COV	[156-156]	156	1456
COV	[157-157]	157	1513
COV	[158-158]	158	1475
COV	[159-159]	159	1431
COV	[160-160]	160	1321
COV	[161-161]	161	1254
COV	[162-162]	162	1189
COV	[163-163]	163	1182
COV	[164-164]	164	1085
COV	[165-165]	165	1076
COV	[166-166]	166	1029
COV	[167-167]	167	1007
COV	[168-168]	168	1019
COV	[169-169]	169	960
COV	[170-170]	170	931
COV	[171-171]	171	885
COV	[172-172]	172	844
COV	[173-173]	173	753
COV	[174-174]	174	818
COV	[175-175]	175	782
COV	[176-176]	176	786
COV	[177-177]	177	721
COV	[178-178]	178	682
COV	[179-179]	179	637
COV	[180-180]	180	649
COV	[181-181]	181	630
COV	[182-182]	182	538
COV	[183-183]	183	551
COV	[184-184]	184	585
COV	[185-185]	185	535
COV	[186-186]	186	490
COV	[187-187]	187	486
COV	[188-188]	188	484
COV	[189-189]	189	444
COV	[190-190]	190	436
COV	[191-191]	191	399
COV	[192-192]	192	416
COV	[193-193]	193	385
COV	[194-194]	194	345
COV	[195-195]	195	363
COV	[196-196]	196	334
COV	[197-197]	197	286
COV	[198-198]	198	245
COV	[199-199]	199	255
COV	[200-200]	200	216
COV	[201-201]	201	218
COV	[202-202]	202	265
COV	[203-203]	203	199
COV	[204-204]	204	190
COV	[205-205]	205	189
COV	[206-206]	206	197
COV	[207-207]	207	212
COV	[208-208]	208	215
COV	[209-209]	209	218
COV	[210-210]	210	183
COV	[211-211]	211	177
COV	[212-212]	212	159
COV	[213-213]	213	153
COV	[214-214]	214	176
COV	[215-215]	215	157
COV	[216-216]	216	146
COV	[217-217]	217	165
COV	[218-218]	218	149
COV	[219-219]	219	129
COV	[220-220]	220	140
COV	[221-221]	221	113
COV	[222-222]	222	113
COV	[223-223]	223	81
COV	[224-224]	224	82
COV	[225-225]	225	87
COV	[226-226]	226	88
COV	[227-227]	227	66
COV	[228-228]	228	79
COV	[229-229]	229	73
COV	[230-230]	230	71
COV	[231-231]	231	77
COV	[232-232]	232	64
COV	[233-233]	233	81
COV	[234-234]	234	78
COV	[235-235]	235	84
COV	[236-236]	236	74
COV	[237-237]	237	45
COV	[238-238]	238	76
COV	[239-239]	239	66
COV	[240-240]	240	65
COV	[241-241]	241	64
COV	[242-242]	242	51
COV	[243-243]	243	41
COV	[244-244]	244	40
COV	[245-245]	245	37
COV	[246-246]	246	33
COV	[247-247]	247	44
COV	[248-248]	248	56
COV	[249-249]	249	45
COV	[250-250]	250	55
COV	[251-251]	251	32
COV	[252-252]	252	36
COV	[253-253]	253	37
COV	[254-254]	254	35
COV	[255-255]	255	39
COV	[256-256]	256	28
COV	[257-257]	257	31
COV	[258-258]	258	35
COV	[259-259]	259	26
COV	[260-260]	260	24
COV	[261-261]	261	13
COV	[262-262]	262	13
COV	[263-263]	263	12
